,ctr,tour,cb,ob,study,ect,total,yoy,growth,ratio,date,season
1178,이탈리아,2055,54,4,9,1863,3985,5154,-22.7,0.5,2015-06,summer
1179,덴마크,650,70,3,6,137,866,870,-0.5,0.1,2015-06,summer
1180,노르웨이,1097,432,1,5,80,1615,1777,-9.1,0.2,2015-06,summer
1181,벨기에,572,19,2,6,108,707,829,-14.7,0.1,2015-06,summer
1182,오스트리아,512,9,0,10,154,685,864,-20.7,0.1,2015-06,summer
1183,스페인,1217,29,7,17,270,1540,1563,-1.5,0.2,2015-06,summer
1184,그리스,452,27,0,2,359,840,753,11.6,0.1,2015-06,summer
1185,포르투갈,336,12,2,6,148,504,1147,-56.1,0.1,2015-06,summer
1186,핀란드,666,20,1,41,240,968,922,5.0,0.1,2015-06,summer
1187,아일랜드,422,26,0,0,118,566,682,-17.0,0.1,2015-06,summer
1188,우크라이나,604,72,1,6,1242,1925,2481,-22.4,0.3,2015-06,summer
1189,러시아,8940,127,21,60,5220,14368,20047,-28.3,1.9,2015-06,summer
1190,크로아티아,272,14,0,0,240,526,802,-34.4,0.1,2015-06,summer
1191,루마니아,458,19,4,2,751,1234,1443,-14.5,0.2,2015-06,summer
1192,불가리아,139,3,0,4,414,560,856,-34.6,0.1,2015-06,summer
1193,폴란드,783,26,0,16,430,1255,1120,12.1,0.2,2015-06,summer
1194,구주 기타,1941,66,5,37,912,2961,3330,-11.1,0.4,2015-06,summer
1196,오스트레일리아,7045,291,43,23,1102,8504,12662,-32.8,1.1,2015-06,summer
1197,뉴질랜드,1743,31,1,2,367,2144,2637,-18.7,0.3,2015-06,summer
1198,대양주 기타,370,0,3,3,167,543,513,5.8,0.1,2015-06,summer
1200,남아프리카공화국,424,26,0,1,278,729,1027,-29.0,0.1,2015-06,summer
1201,아프리카 기타,1578,428,44,181,404,2635,3241,-18.7,0.4,2015-06,summer
1203,국적미상,26,1,0,1,21,49,47,4.3,0.0,2015-06,summer
1205,교포,0,0,0,0,17997,17997,25079,-28.2,2.4,2015-06,summer
1207,일본,74890,1820,118,370,4550,81748,172427,-52.6,13.0,2015-07,summer
1208,대만,9232,47,9,81,510,9879,62042,-84.1,1.6,2015-07,summer
1209,홍콩,7169,40,0,46,506,7761,48766,-84.1,1.2,2015-07,summer
1210,마카오,440,0,0,4,17,461,3579,-87.1,0.1,2015-07,summer
1211,태국,6563,37,75,65,5390,12130,33084,-63.3,1.9,2015-07,summer
1212,말레이시아,4266,162,0,69,1396,5893,11201,-47.4,0.9,2015-07,summer
1213,필리핀,6226,162,95,62,16984,23529,40005,-41.2,3.7,2015-07,summer
1214,인도네시아,4765,102,30,106,5415,10418,20498,-49.2,1.7,2015-07,summer
1215,싱가포르,3151,122,5,39,1122,4439,10550,-57.9,0.7,2015-07,summer
1216,미얀마,1046,22,55,26,3055,4204,5005,-16.0,0.7,2015-07,summer
1217,베트남,3654,298,136,458,4626,9172,12393,-26.0,1.5,2015-07,summer
1218,인도,2054,1834,43,90,4530,8551,15054,-43.2,1.4,2015-07,summer
1219,스리랑카,184,32,3,25,1204,1448,1408,2.8,0.2,2015-07,summer
1220,파키스탄,235,141,10,44,171,601,552,8.9,0.1,2015-07,summer
1221,방글라데시,160,110,36,38,483,827,782,5.8,0.1,2015-07,summer
1222,캄보디아,283,26,53,44,1305,1711,1976,-13.4,0.3,2015-07,summer
1223,몽골,4728,74,192,252,500,5746,3883,48.0,0.9,2015-07,summer
1224,중국,172075,3200,173,5282,74902,255632,692053,-63.1,40.6,2015-07,summer
1225,이란,205,146,9,13,40,413,474,-12.9,0.1,2015-07,summer
1226,이스라엘,861,7,0,1,59,928,834,11.3,0.1,2015-07,summer
1227,터키,918,18,54,18,775,1783,1863,-4.3,0.3,2015-07,summer
1228,우즈베키스탄,2111,509,3,45,2320,4988,3711,34.4,0.8,2015-07,summer
1229,카자흐스탄,1634,13,10,50,299,2006,1801,11.4,0.3,2015-07,summer
1230,GCC,1895,17,1,121,57,2091,1531,36.6,0.3,2015-07,summer
1231,아시아 기타,1336,371,128,97,1539,3471,4131,-16.0,0.6,2015-07,summer
1233,미국,46563,514,2267,138,13145,62627,68180,-8.1,9.9,2015-07,summer
1234,캐나다,6365,109,15,29,2978,9496,12865,-26.2,1.5,2015-07,summer
1235,멕시코,1205,9,2,64,186,1466,1477,-0.7,0.2,2015-07,summer
1236,브라질,1026,16,2,26,226,1296,1131,14.6,0.2,2015-07,summer
1237,미주 기타,1276,13,11,86,607,1993,2592,-23.1,0.3,2015-07,summer
1239,영국,5717,536,9,23,1636,7921,12116,-34.6,1.3,2015-07,summer
1240,독일,5481,220,19,89,1199,7008,8306,-15.6,1.1,2015-07,summer
1241,프랑스,5173,364,15,122,793,6467,7358,-12.1,1.0,2015-07,summer
1242,네덜란드,1885,63,2,38,429,2417,2816,-14.2,0.4,2015-07,summer
1243,스웨덴,997,48,10,15,78,1148,1166,-1.5,0.2,2015-07,summer
1244,스위스,1170,24,0,17,79,1290,1231,4.8,0.2,2015-07,summer
1245,이탈리아,2268,53,4,13,1162,3500,4202,-16.7,0.6,2015-07,summer
1246,덴마크,719,64,3,7,159,952,891,6.8,0.2,2015-07,summer
1247,노르웨이,985,407,2,12,150,1556,1615,-3.7,0.2,2015-07,summer
1248,벨기에,716,20,2,11,105,854,847,0.8,0.1,2015-07,summer
1249,오스트리아,650,7,3,12,145,817,819,-0.2,0.1,2015-07,summer
1250,스페인,1356,25,2,22,301,1706,2042,-16.5,0.3,2015-07,summer
1251,그리스,438,21,1,0,232,692,630,9.8,0.1,2015-07,summer
1252,포르투갈,254,11,2,2,90,359,1105,-67.5,0.1,2015-07,summer
1253,핀란드,422,15,0,23,224,684,701,-2.4,0.1,2015-07,summer
1254,아일랜드,335,28,0,1,98,462,628,-26.4,0.1,2015-07,summer
1255,우크라이나,683,53,2,3,1276,2017,2264,-10.9,0.3,2015-07,summer
1256,러시아,9153,136,19,42,4174,13524,20080,-32.6,2.1,2015-07,summer
1257,크로아티아,239,11,0,1,197,448,811,-44.8,0.1,2015-07,summer
1258,루마니아,362,17,0,9,405,793,1296,-38.8,0.1,2015-07,summer
1259,불가리아,174,2,1,0,266,443,892,-50.3,0.1,2015-07,summer
1260,폴란드,818,30,1,10,324,1183,1362,-13.1,0.2,2015-07,summer
1261,구주 기타,2030,53,10,47,807,2947,3082,-4.4,0.5,2015-07,summer
1263,오스트레일리아,6850,307,38,19,1803,9017,12261,-26.5,1.4,2015-07,summer
1264,뉴질랜드,1682,33,0,3,471,2189,2934,-25.4,0.3,2015-07,summer
1265,대양주 기타,337,0,0,4,186,527,633,-16.7,0.1,2015-07,summer
1267,남아프리카공화국,378,31,0,2,246,657,1016,-35.3,0.1,2015-07,summer
1268,아프리카 기타,1621,311,54,141,387,2514,2340,7.4,0.4,2015-07,summer
1270,국적미상,21,6,0,0,11,38,34,11.8,0.0,2015-07,summer
1272,교포,0,0,0,0,18899,18899,23427,-19.3,3.0,2015-07,summer
1274,일본,137125,2491,131,1788,7097,148632,208147,-28.6,13.9,2015-08,summer
1275,대만,24095,38,15,678,796,25622,59902,-57.2,2.4,2015-08,summer
1276,홍콩,32775,50,2,324,601,33752,51502,-34.5,3.2,2015-08,summer
1277,마카오,1378,0,0,26,27,1431,5466,-73.8,0.1,2015-08,summer
1278,태국,8189,38,147,274,4986,13634,29909,-54.4,1.3,2015-08,summer
1279,말레이시아,7089,262,13,628,1717,9709,11483,-15.4,0.9,2015-08,summer
1280,필리핀,6995,285,115,220,25186,32801,40402,-18.8,3.1,2015-08,summer
1281,인도네시아,4001,206,75,634,9639,14555,15233,-4.5,1.4,2015-08,summer
1282,싱가포르,5275,186,2,382,1127,6972,10147,-31.3,0.7,2015-08,summer
1283,미얀마,1078,18,80,114,3339,4629,4810,-3.8,0.4,2015-08,summer
1284,베트남,5973,342,187,1156,4795,12453,12214,2.0,1.2,2015-08,summer
1285,인도,2372,2485,65,236,26303,31461,16181,94.4,2.9,2015-08,summer
1286,스리랑카,281,62,5,61,1009,1418,1667,-14.9,0.1,2015-08,summer
1287,파키스탄,340,269,14,238,377,1238,966,28.2,0.1,2015-08,summer
1288,방글라데시,170,93,47,158,553,1021,1020,0.1,0.1,2015-08,summer
1289,캄보디아,549,21,78,127,955,1730,1853,-6.6,0.2,2015-08,summer
1290,몽골,4225,101,225,866,908,6325,4943,28.0,0.6,2015-08,summer
1291,중국,372990,4440,250,30124,105471,513275,757683,-32.3,48.0,2015-08,summer
1292,이란,296,212,3,71,63,645,638,1.1,0.1,2015-08,summer
1293,이스라엘,956,4,3,19,61,1043,917,13.7,0.1,2015-08,summer
1294,터키,1150,19,73,158,862,2262,2031,11.4,0.2,2015-08,summer
1295,우즈베키스탄,2027,558,5,357,2536,5483,4682,17.1,0.5,2015-08,summer
1296,카자흐스탄,2149,10,1,469,394,3023,2076,45.6,0.3,2015-08,summer
1297,GCC,2100,28,13,442,123,2706,3679,-26.4,0.3,2015-08,summer
1298,아시아 기타,1445,564,185,461,1287,3942,4369,-9.8,0.4,2015-08,summer
1300,미국,41599,601,2151,938,18233,63522,63982,-0.7,5.9,2015-08,summer
1301,캐나다,7067,125,11,143,4535,11881,12696,-6.4,1.1,2015-08,summer
1302,멕시코,1088,11,2,189,217,1507,1215,24.0,0.1,2015-08,summer
1303,브라질,854,18,3,132,287,1294,1538,-15.9,0.1,2015-08,summer
1304,미주 기타,1353,33,15,260,1120,2781,2833,-1.8,0.3,2015-08,summer
1306,영국,6515,703,16,133,2856,10223,11291,-9.5,1.0,2015-08,summer
1307,독일,6396,265,20,689,1417,8787,8943,-1.7,0.8,2015-08,summer
1308,프랑스,5641,561,53,981,1442,8678,8935,-2.9,0.8,2015-08,summer
1309,네덜란드,1698,67,1,253,464,2483,2545,-2.4,0.2,2015-08,summer
1310,스웨덴,872,62,9,175,144,1262,1344,-6.1,0.1,2015-08,summer
1311,스위스,992,21,0,64,89,1166,1072,8.8,0.1,2015-08,summer
1312,이탈리아,2263,70,9,106,1876,4324,4633,-6.7,0.4,2015-08,summer
1313,덴마크,550,107,4,120,201,982,929,5.7,0.1,2015-08,summer
1314,노르웨이,703,502,3,58,293,1559,1644,-5.2,0.1,2015-08,summer
1315,벨기에,635,17,2,53,191,898,889,1.0,0.1,2015-08,summer
1316,오스트리아,576,12,3,76,144,811,860,-5.7,0.1,2015-08,summer
1317,스페인,1506,33,10,167,353,2069,2240,-7.6,0.2,2015-08,summer
1318,그리스,344,46,1,5,373,769,700,9.9,0.1,2015-08,summer
1319,포르투갈,449,18,1,24,141,633,1316,-51.9,0.1,2015-08,summer
1320,핀란드,440,27,0,141,231,839,899,-6.7,0.1,2015-08,summer
1321,아일랜드,357,23,0,8,291,679,763,-11.0,0.1,2015-08,summer
1322,우크라이나,589,59,0,36,1536,2220,2492,-10.9,0.2,2015-08,summer
1323,러시아,9977,166,32,445,5316,15936,19647,-18.9,1.5,2015-08,summer
1324,크로아티아,229,24,0,5,346,604,852,-29.1,0.1,2015-08,summer
1325,루마니아,347,27,4,35,797,1210,1327,-8.8,0.1,2015-08,summer
1326,불가리아,222,8,0,23,443,696,864,-19.4,0.1,2015-08,summer
1327,폴란드,651,39,0,89,350,1129,1357,-16.8,0.1,2015-08,summer
1328,구주 기타,1541,69,19,240,1011,2880,3171,-9.2,0.3,2015-08,summer
1330,오스트레일리아,6209,394,48,79,1728,8458,9172,-7.8,0.8,2015-08,summer
1331,뉴질랜드,1613,45,0,5,634,2297,2637,-12.9,0.2,2015-08,summer
1332,대양주 기타,461,0,15,24,111,611,544,12.3,0.1,2015-08,summer
1334,남아프리카공화국,405,31,3,4,778,1221,1421,-14.1,0.1,2015-08,summer
1335,아프리카 기타,1628,417,38,653,568,3304,2942,12.3,0.3,2015-08,summer
1337,국적미상,15,2,0,1,10,28,42,-33.3,0.0,2015-08,summer
1339,교포,0,0,0,0,21811,21811,24423,-10.7,2.0,2015-08,summer
1341,일본,150080,2261,147,694,4131,157313,196306,-19.9,13.0,2015-09,fall
1342,대만,45182,61,10,228,872,46353,52942,-12.4,3.8,2015-09,fall
1343,홍콩,50571,71,2,166,1590,52400,40614,29.0,4.3,2015-09,fall
1344,마카오,2255,0,0,17,25,2297,2863,-19.8,0.2,2015-09,fall
1345,태국,10719,40,165,66,4917,15907,33552,-52.6,1.3,2015-09,fall
1346,말레이시아,15574,189,4,129,1674,17570,20846,-15.7,1.5,2015-09,fall
1347,필리핀,9199,276,108,95,26927,36605,32082,14.1,3.0,2015-09,fall
1348,인도네시아,5768,159,84,174,9208,15393,12230,25.9,1.3,2015-09,fall
1349,싱가포르,10423,186,8,43,1207,11867,15228,-22.1,1.0,2015-09,fall
1350,미얀마,1305,24,114,34,3440,4917,4525,8.7,0.4,2015-09,fall
1351,베트남,8104,377,345,729,4497,14052,11663,20.5,1.2,2015-09,fall
1352,인도,2405,2477,84,92,9092,14150,14305,-1.1,1.2,2015-09,fall
1353,스리랑카,325,73,2,48,1084,1532,1700,-9.9,0.1,2015-09,fall
1354,파키스탄,343,242,48,96,230,959,1089,-11.9,0.1,2015-09,fall
1355,방글라데시,238,125,60,59,553,1035,1054,-1.8,0.1,2015-09,fall
1356,캄보디아,674,42,77,41,893,1727,1409,22.6,0.1,2015-09,fall
1357,몽골,4855,116,222,581,583,6357,5001,27.1,0.5,2015-09,fall
1358,중국,453670,4491,459,14981,117641,591242,564078,4.8,49.0,2015-09,fall
1359,이란,283,204,58,30,46,621,1219,-49.1,0.1,2015-09,fall
1360,이스라엘,989,3,0,1,38,1031,906,13.8,0.1,2015-09,fall
1361,터키,1290,12,91,30,842,2265,2133,6.2,0.2,2015-09,fall
1362,우즈베키스탄,2028,463,3,199,2606,5299,4776,11.0,0.4,2015-09,fall
1363,카자흐스탄,1681,14,6,97,308,2106,2319,-9.2,0.2,2015-09,fall
1364,GCC,2149,33,25,139,87,2433,3645,-33.3,0.2,2015-09,fall
1365,아시아 기타,1523,520,248,121,1382,3794,5376,-29.4,0.3,2015-09,fall
1367,미국,48750,582,1468,174,12819,63793,69655,-8.4,5.3,2015-09,fall
1368,캐나다,8551,102,6,13,3198,11870,13765,-13.8,1.0,2015-09,fall
1369,멕시코,775,7,4,22,238,1046,1164,-10.1,0.1,2015-09,fall
1370,브라질,1107,12,135,8,291,1553,1490,4.2,0.1,2015-09,fall
1371,미주 기타,2097,36,69,91,1071,3364,3181,5.8,0.3,2015-09,fall
1373,영국,7561,644,47,29,1882,10163,12428,-18.2,0.8,2015-09,fall
1374,독일,8003,234,18,70,1200,9525,9682,-1.6,0.8,2015-09,fall
1375,프랑스,5326,403,12,86,1062,6889,6604,4.3,0.6,2015-09,fall
1376,네덜란드,1879,51,2,22,405,2359,2588,-8.8,0.2,2015-09,fall
1377,스웨덴,1318,55,10,46,125,1554,1543,0.7,0.1,2015-09,fall
1378,스위스,1127,25,2,18,72,1244,1320,-5.8,0.1,2015-09,fall
1379,이탈리아,2411,58,11,19,2036,4535,4452,1.9,0.4,2015-09,fall
1380,덴마크,724,81,3,17,158,983,963,2.1,0.1,2015-09,fall
1381,노르웨이,908,431,0,19,171,1529,1969,-22.3,0.1,2015-09,fall
1382,벨기에,802,20,1,12,131,966,940,2.8,0.1,2015-09,fall
1383,오스트리아,708,14,3,6,149,880,961,-8.4,0.1,2015-09,fall
1384,스페인,1577,29,8,25,346,1985,1612,23.1,0.2,2015-09,fall
1385,그리스,478,35,2,1,447,963,678,42.0,0.1,2015-09,fall
1386,포르투갈,598,13,3,3,160,777,960,-19.1,0.1,2015-09,fall
1387,핀란드,688,22,0,16,269,995,1032,-3.6,0.1,2015-09,fall
1388,아일랜드,446,34,1,0,135,616,666,-7.5,0.1,2015-09,fall
1389,우크라이나,571,81,4,12,1572,2240,2036,10.0,0.2,2015-09,fall
1390,러시아,10126,129,57,136,5456,15904,17418,-8.7,1.3,2015-09,fall
1391,크로아티아,234,10,1,2,352,599,650,-7.8,0.0,2015-09,fall
1392,루마니아,506,21,34,0,901,1462,1239,18.0,0.1,2015-09,fall
1393,불가리아,177,4,2,3,434,620,798,-22.3,0.1,2015-09,fall
1394,폴란드,1139,37,1,10,396,1583,1695,-6.6,0.1,2015-09,fall
1395,구주 기타,1828,59,19,34,1058,2998,3122,-4.0,0.2,2015-09,fall
1397,오스트레일리아,10384,331,50,14,1494,12273,16121,-23.9,1.0,2015-09,fall
1398,뉴질랜드,2180,50,17,2,477,2726,3038,-10.3,0.2,2015-09,fall
1399,대양주 기타,484,2,2,6,62,556,476,16.8,0.0,2015-09,fall
1401,남아프리카공화국,540,24,3,8,340,915,1076,-15.0,0.1,2015-09,fall
1402,아프리카 기타,2212,415,77,219,701,3624,2901,24.9,0.3,2015-09,fall
1404,국적미상,26,4,0,2,14,46,41,12.2,0.0,2015-09,fall
1406,교포,0,0,0,0,24404,24404,25652,-4.9,2.0,2015-09,fall
1408,일본,172411,2064,280,251,5342,180348,190335,-5.2,13.0,2015-10,fall
1409,대만,48039,58,5,63,764,48929,58542,-16.4,3.5,2015-10,fall
1410,홍콩,52709,62,0,53,824,53648,52371,2.4,3.9,2015-10,fall
1411,마카오,3620,0,0,5,18,3643,3852,-5.4,0.3,2015-10,fall
1412,태국,30011,56,219,48,5768,36102,52149,-30.8,2.6,2015-10,fall
1413,말레이시아,21499,257,5,42,1964,23767,28279,-16.0,1.7,2015-10,fall
1414,필리핀,13845,329,201,76,28567,43018,40015,7.5,3.1,2015-10,fall
1415,인도네시아,9600,234,136,71,10125,20166,18915,6.6,1.5,2015-10,fall
1416,싱가포르,14020,219,9,23,1401,15672,20084,-22.0,1.1,2015-10,fall
1417,미얀마,1494,20,129,14,3748,5405,4143,30.5,0.4,2015-10,fall
1418,베트남,12238,591,497,363,5051,18740,14339,30.7,1.4,2015-10,fall
1419,인도,3290,2785,202,36,9163,15476,12964,19.4,1.1,2015-10,fall
1420,스리랑카,385,70,3,23,1091,1572,1237,27.1,0.1,2015-10,fall
1421,파키스탄,460,329,52,55,379,1275,847,50.5,0.1,2015-10,fall
1422,방글라데시,244,194,101,40,642,1221,814,50.0,0.1,2015-10,fall
1423,캄보디아,584,48,158,18,965,1773,1437,23.4,0.1,2015-10,fall
1424,몽골,6376,102,344,226,449,7497,4937,51.9,0.5,2015-10,fall
1425,중국,518651,5031,801,5523,120168,650174,562278,15.6,47.0,2015-10,fall
1426,이란,294,344,76,16,45,775,954,-18.8,0.1,2015-10,fall
1427,이스라엘,1477,10,0,2,96,1585,1717,-7.7,0.1,2015-10,fall
1428,터키,1106,18,63,8,1020,2215,2154,2.8,0.2,2015-10,fall
1429,우즈베키스탄,2320,435,0,52,2668,5475,4470,22.5,0.4,2015-10,fall
1430,카자흐스탄,2245,12,4,18,383,2662,2235,19.1,0.2,2015-10,fall
1431,GCC,1650,35,23,142,100,1950,2605,-25.1,0.1,2015-10,fall
1432,아시아 기타,1977,637,274,38,1069,3995,4629,-13.7,0.3,2015-10,fall
1434,미국,61045,532,1327,85,14889,77878,77836,0.1,5.6,2015-10,fall
1435,캐나다,10826,80,14,14,3571,14505,15203,-4.6,1.0,2015-10,fall
1436,멕시코,1174,5,5,22,336,1542,1342,14.9,0.1,2015-10,fall
1437,브라질,1190,18,45,2,389,1644,1852,-11.2,0.1,2015-10,fall
1438,미주 기타,2297,30,28,74,1290,3719,3563,4.4,0.3,2015-10,fall
1440,영국,10059,623,10,7,2646,13345,13012,2.6,1.0,2015-10,fall
1441,독일,10076,278,30,89,1775,12248,10790,13.5,0.9,2015-10,fall
1442,프랑스,6888,454,43,112,1123,8620,8075,6.7,0.6,2015-10,fall
1443,네덜란드,2372,67,5,27,517,2988,2955,1.1,0.2,2015-10,fall
1444,스웨덴,1771,45,12,36,132,1996,1990,0.3,0.1,2015-10,fall
1445,스위스,1579,18,0,9,134,1740,1656,5.1,0.1,2015-10,fall
1446,이탈리아,3379,70,5,12,1979,5445,4668,16.6,0.4,2015-10,fall
1447,덴마크,1186,85,4,15,150,1440,1424,1.1,0.1,2015-10,fall
1448,노르웨이,1360,419,3,6,150,1938,1944,-0.3,0.1,2015-10,fall
1449,벨기에,951,19,11,4,137,1122,1133,-1.0,0.1,2015-10,fall
1450,오스트리아,965,10,9,12,254,1250,1037,20.5,0.1,2015-10,fall
1451,스페인,1854,33,4,34,361,2286,1910,19.7,0.2,2015-10,fall
1452,그리스,572,28,1,0,496,1097,753,45.7,0.1,2015-10,fall
1453,포르투갈,905,15,1,3,190,1114,1121,-0.6,0.1,2015-10,fall
1454,핀란드,830,22,3,18,282,1155,1109,4.1,0.1,2015-10,fall
1455,아일랜드,538,24,0,0,188,750,714,5.0,0.1,2015-10,fall
1456,우크라이나,743,110,1,2,1825,2681,2140,25.3,0.2,2015-10,fall
1457,러시아,12005,151,24,18,5440,17638,18218,-3.2,1.3,2015-10,fall
1458,크로아티아,251,15,0,1,398,665,640,3.9,0.0,2015-10,fall
1459,루마니아,543,20,1,2,865,1431,1295,10.5,0.1,2015-10,fall
1460,불가리아,320,3,1,0,450,774,732,5.7,0.1,2015-10,fall
1461,폴란드,970,18,1,6,363,1358,1485,-8.6,0.1,2015-10,fall
1462,구주 기타,2296,102,12,14,1300,3724,3551,4.9,0.3,2015-10,fall
1464,오스트레일리아,10887,399,99,10,2607,14002,13925,0.6,1.0,2015-10,fall
1465,뉴질랜드,1956,41,5,0,536,2538,2565,-1.1,0.2,2015-10,fall
1466,대양주 기타,493,1,22,2,209,727,525,38.5,0.1,2015-10,fall
1468,남아프리카공화국,749,28,3,3,386,1169,1036,12.8,0.1,2015-10,fall
1469,아프리카 기타,2556,565,93,83,822,4119,3779,9.0,0.3,2015-10,fall
1471,국적미상,22,2,0,1,8,33,68,-51.5,0.0,2015-10,fall
1473,교포,0,0,0,0,27940,27940,27134,3.0,2.0,2015-10,fall
1475,일본,158383,2030,533,393,3346,164685,179533,-8.3,14.3,2015-11,fall
1476,대만,46464,53,11,99,836,47463,49286,-3.7,4.1,2015-11,fall
1477,홍콩,46509,60,1,85,674,47329,47062,0.6,4.1,2015-11,fall
1478,마카오,3136,0,0,8,21,3165,3493,-9.4,0.3,2015-11,fall
1479,태국,26335,45,187,62,4998,31627,42985,-26.4,2.7,2015-11,fall
1480,말레이시아,26152,220,9,43,1666,28090,26603,5.6,2.4,2015-11,fall
1481,필리핀,13630,296,139,55,20625,34745,34048,2.0,3.0,2015-11,fall
1482,인도네시아,8763,249,117,66,7318,16513,15818,4.4,1.4,2015-11,fall
1483,싱가포르,16746,197,5,43,1233,18224,20883,-12.7,1.6,2015-11,fall
1484,미얀마,1237,31,117,25,3492,4902,5068,-3.3,0.4,2015-11,fall
1485,베트남,10909,450,466,455,3977,16257,11143,45.9,1.4,2015-11,fall
1486,인도,2577,2446,87,57,6477,11644,10066,15.7,1.0,2015-11,fall
1487,스리랑카,276,87,8,38,759,1168,1105,5.7,0.1,2015-11,fall
1488,파키스탄,420,269,34,27,379,1129,857,31.7,0.1,2015-11,fall
1489,방글라데시,248,205,127,24,524,1128,1168,-3.4,0.1,2015-11,fall
1490,캄보디아,771,30,150,33,754,1738,1869,-7.0,0.2,2015-11,fall
1491,몽골,6657,111,380,187,328,7663,5065,51.3,0.7,2015-11,fall
1492,중국,409635,5030,679,6414,85821,507579,460671,10.2,44.1,2015-11,fall
1493,이란,200,262,8,10,32,512,432,18.5,0.0,2015-11,fall
1494,이스라엘,927,7,0,2,46,982,948,3.6,0.1,2015-11,fall
1495,터키,1152,13,97,21,787,2070,1784,16.0,0.2,2015-11,fall
1496,우즈베키스탄,2079,371,0,51,2069,4570,4237,7.9,0.4,2015-11,fall
1497,카자흐스탄,2152,9,2,24,331,2518,1745,44.3,0.2,2015-11,fall
1498,GCC,1476,36,10,67,35,1624,1700,-4.5,0.1,2015-11,fall
1499,아시아 기타,1852,546,294,46,1621,4359,4110,6.1,0.4,2015-11,fall
1501,미국,47883,542,1891,170,11787,62273,58709,6.1,5.4,2015-11,fall
1502,캐나다,9372,90,9,32,2842,12345,12754,-3.2,1.1,2015-11,fall
1503,멕시코,908,5,6,59,174,1152,1007,14.4,0.1,2015-11,fall
1504,브라질,780,14,9,1,241,1045,1185,-11.8,0.1,2015-11,fall
1505,미주 기타,1890,28,17,39,742,2716,2112,28.6,0.2,2015-11,fall
1507,영국,8111,576,18,57,1584,10346,10407,-0.6,0.9,2015-11,fall
1508,독일,7239,237,17,288,1172,8953,8607,4.0,0.8,2015-11,fall
1509,프랑스,5223,397,75,369,720,6784,6469,4.9,0.6,2015-11,fall
1510,네덜란드,1947,60,3,135,488,2633,2800,-6.0,0.2,2015-11,fall
1511,스웨덴,1298,59,7,98,99,1561,1449,7.7,0.1,2015-11,fall
1512,스위스,1009,23,2,32,69,1135,1050,8.1,0.1,2015-11,fall
1513,이탈리아,3008,68,11,36,1475,4598,4119,11.6,0.4,2015-11,fall
1514,덴마크,714,86,2,44,132,978,973,0.5,0.1,2015-11,fall
1515,노르웨이,817,432,1,24,178,1452,1746,-16.8,0.1,2015-11,fall
1516,벨기에,783,22,3,17,110,935,863,8.3,0.1,2015-11,fall
1517,오스트리아,716,8,3,32,149,908,817,11.1,0.1,2015-11,fall
1518,스페인,1566,28,4,78,242,1918,1828,4.9,0.2,2015-11,fall
1519,그리스,430,31,0,1,326,788,679,16.1,0.1,2015-11,fall
1520,포르투갈,661,7,1,6,118,793,796,-0.4,0.1,2015-11,fall
1521,핀란드,703,20,0,46,219,988,911,8.5,0.1,2015-11,fall
1522,아일랜드,454,23,1,3,103,584,611,-4.4,0.1,2015-11,fall
1523,우크라이나,571,105,0,4,1433,2113,2129,-0.8,0.2,2015-11,fall
1524,러시아,11090,147,16,37,5182,16472,16279,1.2,1.4,2015-11,fall
1525,크로아티아,276,17,0,2,302,597,526,13.5,0.1,2015-11,fall
1526,루마니아,423,18,1,3,721,1166,1056,10.4,0.1,2015-11,fall
1527,불가리아,168,1,4,4,357,534,644,-17.1,0.0,2015-11,fall
1528,폴란드,722,20,0,21,296,1059,1285,-17.6,0.1,2015-11,fall
1529,구주 기타,1678,67,10,44,1026,2825,2837,-0.4,0.2,2015-11,fall
1531,오스트레일리아,8211,358,30,16,1144,9759,12071,-19.2,0.8,2015-11,fall
